assay_chembl_id,n_records,n_compounds,types,year,confidence_score,cell_name,description
CHEMBL940937,2,2,IC50,2007.0,9,,Inhibition of hERG
CHEMBL940958,2,2,IC50,2007.0,9,HEK293,Inhibition of hERG expressed in HEK cells
CHEMBL941012,2,2,IC50,2007.0,9,,Binding affinity at hERG expressed in human embryonic kidney cells
CHEMBL4834375,2,2,Inhibition,2021.0,9,,Inhibition of human ERG transfected in HEK293 cells at 10 uM incubated for 15 mins by thallium flux based fluorescence analysis relative to control
CHEMBL1120476,2,2,Inhibition,2010.0,9,,Inhibition of human ERG assessed as rubidium efflux at 5 ug/ml
CHEMBL1116644,2,2,Inhibition,2009.0,9,,Inhibition of human ERG current at 1 uM
CHEMBL3855039,2,2,IC50,2016.0,9,,Inhibition of human ERG
CHEMBL3855376,2,2,IC50,2016.0,9,CHO,Inhibition of human ERG expressed in CHO cells assessed as potassium tail current measured at -40 mV holding potential after 3 mins by QPatch clamp assay
CHEMBL3810690,2,2,IC50,2016.0,9,CHO,Inhibition of human ERG expressed in CHO cells by patch clamp assay
CHEMBL3813477,2,2,IC50,2016.0,9,,Inhibition of human ERG
CHEMBL4836570,2,2,IC50,2021.0,9,,Inhibition of human ERG
CHEMBL4831757,2,2,Activity,2021.0,9,,Inhibition of human ERG
CHEMBL4832311,2,2,Ratio IC50,2021.0,9,,"Safety index, ratio of test compound IC50 to E-4031 IC50 for inhibition of human ERG incubated for 3 hrs by competitive fluorescence tracer binding based assay"
CHEMBL1013741,2,2,IC50,2008.0,9,,Inhibition of human ERG binding
CHEMBL973619,2,2,IC50,2008.0,9,CHO,Inhibition of human ERG expressed in CHO cells by Patch clamp assay
CHEMBL950337,2,2,IC50|Ki,2008.0,9,,Displacement of [3H]dofetilide from human ERG channel
CHEMBL943380,2,2,EC50,2008.0,9,,Inhibition of human ERG by patch-clamp assay
CHEMBL1920312,2,2,IC50,2011.0,9,,Displacement of [3H]astemizole from human ERG
CHEMBL1920313,2,2,Inhibition,2011.0,9,,Inhibition of human ERG at 3 uM by patch clamp assay
CHEMBL1011666,1,1,Activity,2009.0,9,HEK293,Binding affinity to wild-type human ERG expressed in HEK293 cells assessed as blockade of membrane current at 0.02 uM by whole cell patch clamp method
CHEMBL1006977,1,1,ED50,2009.0,9,,Inhibition of human ERG
CHEMBL1007876,1,1,IC50,2009.0,9,,Inhibition of human ERG by patch clamp method
CHEMBL1008798,1,1,IC50,2008.0,9,,Inhibition of human ERG
CHEMBL1009827,1,1,IC50,2009.0,9,,Displacement of [3H]dofetilide from human ERG receptor by FLIPR method
CHEMBL1010854,1,1,IC20,2009.0,9,,Inhibition of human ERG receptor
CHEMBL982875,1,1,Inhibition,2008.0,9,HEK293,Inhibition of human ERG potassium channel expressed in HEK293 cell membrane at 3 uM by voltage clamp assay
CHEMBL993087,1,1,Activity,2009.0,9,,Displacement of [3H]dofetilide from human ERG channel at 10 nM
CHEMBL990785,1,1,Activity,2008.0,9,,Inhibition of human ERG
CHEMBL967819,1,1,IC50,2009.0,9,,Inhibition of human ERG channel
CHEMBL967818,1,1,Ki,2009.0,9,,Displacement of [3H]dofetilide from human ERG channel
CHEMBL1837926,1,1,Inhibition,2011.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as inhibition of membrane K+ current IKr at 3 uM after 5 mins by patch clamp assay (Rvb = 18%)
CHEMBL1838314,1,1,Ki,2011.0,9,HEK293,Displacement of [3H]-dofetilide from human ERG channel expressed in HEK293 by scintillation counting
CHEMBL1015312,1,1,Activity,2009.0,9,,Binding affinity to human ERG
CHEMBL985007,1,1,Ki,2009.0,9,,Binding affinity to human ERG
CHEMBL985480,1,1,Inhibition,2008.0,9,,Inhibition of human ERG at 10 uM
CHEMBL987763,1,1,Inhibition,2009.0,9,,Inhibition of human ERG at 10 uM by patch clamp technique
CHEMBL953428,1,1,Inhibition,2008.0,9,,Inhibition of human ERG at 10 uM
CHEMBL953566,1,1,IC50,2009.0,9,,Inhibition of human ERG by patch-clamp technique
CHEMBL957054,1,1,Activity,2009.0,9,,Inhibition of human ERG
CHEMBL944218,1,1,IC50,2008.0,9,,Inhibition of human ERG
CHEMBL1839401,1,1,Inhibition,2011.0,9,,Inhibition of human ERG at 10 uM by patch clamp assay
CHEMBL1839780,1,1,Inhibition,2011.0,9,,Binding affinity to human ERG at 10 uM by radioligand binding assay
CHEMBL1912915,1,1,Inhibition,2011.0,9,,Inhibition of human ERG
CHEMBL1913068,1,1,IC50,2011.0,9,,Inhibition of human ERG by flux assay
CHEMBL1913329,1,1,Inhibition,2011.0,9,,Inhibition of human ERG
CHEMBL1913479,1,1,Inhibition,2011.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM
CHEMBL4339703,1,1,Inhibition,2019.0,9,,Displacement of [3H]dofetilide from human ERG at 10 uM
CHEMBL4339726,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 30 uM by manual patch-clamp assay relative to control
CHEMBL1272885,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 10 uM
CHEMBL1219614,1,1,Inhibition,2010.0,9,,Inhibition of human ERG
CHEMBL4343474,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4344564,1,1,Inhibition,2020.0,9,,Inhibition of human ERG stably expressed in CHOK1 cells assessed as tail current amplitude at 0.1 to 10 uM incubated for 5 mins measured after deploarization to +20 mV for 2s followed by 1s pulse to -40 mV with holding potential of -80 mV by Qpatch clamp assay
CHEMBL4345274,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4349959,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 30 uM by patch-clamp assay
CHEMBL4352779,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4332175,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4332944,1,1,IC50,2019.0,9,,Binding affinity to human ERG
CHEMBL4333871,1,1,IC50,2019.0,9,,Inhibition of human ERG by patch clamp method
CHEMBL4338991,1,1,IC50,2020.0,9,HEK293,Inhibition of human ERG expressed in human HEK293 cells by patch clamp assay
CHEMBL4339001,1,1,IC50,2020.0,9,,Inhibition of human ERG by competitive fluorescence polarization assay
CHEMBL4360771,1,1,INH,2019.0,9,,Inhibition of human ERG expressed in CHOK1 cells by patch clamp assay
CHEMBL4367395,1,1,Inhibition,2019.0,9,,Inhibition of human ERG (1159 residues) expressed in CHOK1 cells at 7.3 uM at -80 mV holding potential measured after 5 mins by QPatch electrophysiology method
CHEMBL4375127,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM by patch-clamp assay relative to control
CHEMBL4375128,1,1,Inhibition,2019.0,9,,Inhibition of human ERG by patch-clamp assay
CHEMBL4375410,1,1,IC50,2019.0,9,CHO-K1,Inhibition of human ERG expressed in CHO-K1 cells at -80 mV holding potential by IonWorks barracuda automated electrophysiology method
CHEMBL4369981,1,1,IC50,2019.0,9,,Inhibition of human ERG by fluorescence polarization assay
CHEMBL4341371,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 0.3 uM relative to control
CHEMBL4341372,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 3 uM relative to control
CHEMBL4329737,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM by whole-cell patch clamp method relative to control
CHEMBL4329738,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 30 uM by whole-cell patch clamp method relative to control
CHEMBL4329869,1,1,IC50,2018.0,9,,Inhibition of iKr (unknown origin)
CHEMBL4370169,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4370260,1,1,IC50,2019.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by whole-cell patch clamp assay
CHEMBL4370906,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4371269,1,1,Inhibition,2018.0,9,,Inhibition of fluorescently tagged predictor tracer binding to human ERG expressed in T-REx-293 cell membranes at 100 uM after 2 to 6 hrs by fluorescence polarisation assay relative to control
CHEMBL4372348,1,1,IC50,2019.0,9,,Displacement of Tracer Red from human ERG by fluorescence polarization assay
CHEMBL4360329,1,1,IC50,2019.0,9,,Inhibition of human ERG by patch clamp method
CHEMBL4339061,1,1,IC50,2020.0,9,,Inhibition of human ERG by electrophysiology analysis
CHEMBL4381400,1,1,Inhibition,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in channel tail current at 10 uM by whole cell patch clamp assay relative to control
CHEMBL4381401,1,1,Inhibition,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in channel tail current at 30 uM by whole cell patch clamp assay relative to control
CHEMBL4373077,1,1,Inhibition,2019.0,9,,Inhibition of human ERG expressed in HEK cell at 1 uM at -70 mV holding potential by patch clamp method relative to control
CHEMBL4331822,1,1,IC50,2019.0,9,,Inhibition of human ERG after 4 hrs by fluorescence polarization assay
CHEMBL4332023,1,1,IC50,2019.0,9,HEK293,Inhibition of recombinant human ERG expressed in HEK293 cells at -80 mV holding potential by automated voltage-clamp assay
CHEMBL4332123,1,1,IC50,2019.0,9,,Inhibition of human ERG by automated patch clamp method
CHEMBL4322262,1,1,Ki,2019.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at -80 mV holding potential by whole cell patch clamp method
CHEMBL4322978,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 3 uM at -80 mV holding potential by automated Qpatch clamp assay relative to control
CHEMBL4322979,1,1,IC50,2019.0,9,,Inhibition of human ERG at -80 mV holding potential by automated Qpatch clamp assay
CHEMBL4323948,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4324787,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4325470,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4325661,1,1,IC50,2020.0,9,,Inhibition of human ERG by Qpatch automatic patch-clamp assays
CHEMBL4326442,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 25 uM
CHEMBL4373191,1,1,Inhibition,2019.0,9,HEK293,Displacement of [3H]Astemizole from full length recombinant human ERG expressed in HEK293 cell membranes at 1 uM after 60 mins by scintillation counting method relative to control
CHEMBL4375019,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4312798,1,1,IC50,2019.0,9,CHO-K1,Inhibition of human ERG expressed in CHO-K1 cells by automated Patch Clamp method
CHEMBL4314369,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM by automated patch-clamp assay relative to control
CHEMBL4314370,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 1 uM by automated patch-clamp assay relative to control
CHEMBL4314371,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 0.1 uM by automated patch-clamp assay relative to control
CHEMBL4315150,1,1,IC50,2019.0,9,,Binding affinity to human ERG
CHEMBL4316427,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 10'-6 M relative to control
CHEMBL4317027,1,1,IC50,2019.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells after 5 mins by patch clamp assay
CHEMBL4377416,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM by patch-clamp assay relative to control
CHEMBL4378053,1,1,IC50,2019.0,9,,Inhibition of human ERG by binding assay
CHEMBL4378163,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4378214,1,1,Inhibition,2019.0,9,,Inhibition of human ERG by electrophysiology based assay
CHEMBL4380541,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4381375,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4381397,1,1,Inhibition,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in channel tail current at 0.3 uM by whole cell patch clamp assay relative to control
CHEMBL4381398,1,1,Inhibition,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in channel tail current at 1 uM by whole cell patch clamp assay relative to control
CHEMBL4381399,1,1,Inhibition,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in channel tail current at 3 uM by whole cell patch clamp assay relative to control
CHEMBL4394871,1,1,Inhibition,2019.0,9,,Inhibition of tracer Red binding to human ERG expressed in membranes up to 10 uM after 3 hrs by fluorescence polarization assay
CHEMBL4276442,1,1,Inhibition,2018.0,9,,Binding affinity to human ERG expressed in CHO cell membranes at 10 uM by radioligand displacement assay
CHEMBL4305872,1,1,IC50,2019.0,9,CHO,Inhibition of human ERG expressed in CHO cells at - 80 mV holding potential by Q-patch clamp electrophysiology assay
CHEMBL4307038,1,1,Inhibition,2019.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 3 uM at - 40 mV holding potential by whole cell patch clamp assay relative to control
CHEMBL4307167,1,1,IC50,2019.0,9,CHO-K1,Inhibition of human ERG expressed in CHO-K1 cells by whole-cell patch clamp assay
CHEMBL4309099,1,1,Inhibition,2018.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells up to 30 uM at -80 mV holding potential by whole-cell patch clamp assay
CHEMBL4309890,1,1,IC20,2018.0,9,,Inhibition of human ERG
CHEMBL4383328,1,1,IC50,2018.0,9,,Displacement of [3H]-Dofetilide from recombinant human ERG after 60 mins by scintillation counting analysis
CHEMBL4383351,1,1,Inhibition,2018.0,9,,Displacement of [3H]-Dofetilide from recombinant human ERG at 10 uM after 60 mins by scintillation counting analysis relative to control
CHEMBL4383595,1,1,IC50,2018.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by whole-cell patch clamp assay
CHEMBL4385124,1,1,IC50,2018.0,9,CHO,Inhibition of human ERG expressed in CHO cells after 75 mins by fluorescence polarization assay
CHEMBL4385345,1,1,Inhibition,2019.0,9,,Inhibition of human ERG
CHEMBL4385794,1,1,IC50,2019.0,9,CHO,Inhibition of human ERG expressed in CHO cells by patch clamp assay
CHEMBL4388195,1,1,Inhibition,2019.0,9,HEK293,Displacement of [3H]dofetilide from full-length recombinant human ERG receptor expressed in HEK293 cells at 10 uM measured after 60 mins by scintillation counting method relative to control
CHEMBL4312578,1,1,IC50,2019.0,9,,Inhibition of human ERG expressed in mammalian expression system by Q-patch clamp electrophysiology method
CHEMBL4312674,1,1,Activity,2019.0,9,,Activity at human ERG at 10 uM
CHEMBL4396476,1,1,Inhibition,2019.0,9,CHO,Inhibition of human ERG expressed in CHO cells at 0.1 uM incubated for 1 min at -80 mV holding potential by manual patch clamp assay relative to control
CHEMBL4397249,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4401550,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4401938,1,1,Inhibition,2019.0,9,,Displacement of [3H]astemizole from human ERG at 10 uM
CHEMBL4402251,1,1,Inhibition,2019.0,9,,Inhibition of human ERG up to 30000 nM by electrophysiology method
CHEMBL4272648,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in HEK293 cells at -80 holding potential by whole patch clamp assay
CHEMBL4272649,1,1,IC50,2018.0,9,,Inhibition of [3H]-dofetilide binding to human ERG expressed in HEK293 cell membranes after 1 hr by scintillation proximity assay
CHEMBL4274732,1,1,IC50,2018.0,9,,Displacement of [3H]-astemizole from human ERG expressed in HEK293 cell membranes after 1 hr by microbeta counting method
CHEMBL4275853,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole-cell patch clamp method
CHEMBL4276288,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4262357,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells by automated patch clamp method
CHEMBL4392583,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4392960,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 33 uM relative to control
CHEMBL4394243,1,1,IC50,2019.0,9,,Inhibition of human ERG by patch clamp method
CHEMBL4394767,1,1,Inhibition,2019.0,9,,Inhibition of human ERG (unknown origin) at >= 30 uM by Q-patch assay
CHEMBL4394868,1,1,IC50,2019.0,9,,Inhibition of tracer Red binding to human ERG expressed in membranes after 3 hrs by fluorescence polarization assay
CHEMBL4262602,1,1,IC50,2017.0,9,,Inhibition of human ERG expressed in HEK293 cells at -80 mV holding potential by PatchXpress automated electrophysiology method
CHEMBL4263504,1,1,Inhibition,2018.0,9,,Displacement of [3H]-dofetilide from human ERG expressed in HEK cells at 10 uM after 90 mins by microbeta scintillation counting method
CHEMBL4264707,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4264708,1,1,Inhibition,2018.0,9,,Inhibition of human ERG
CHEMBL4265236,1,1,IC50,2018.0,9,,Inhibition of human ERG by patch-clamp assay
CHEMBL4266337,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4267134,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4268622,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4268943,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 50 uM
CHEMBL4269040,1,1,Inhibition,2018.0,9,,Inhibition of human ERG
CHEMBL4254554,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO-K1 cells assessed as reduction in tail current amplitude at -80 mV holding potential after 2 mins by path clamp assay
CHEMBL4410921,1,1,IC50,2019.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by voltage patch clamp assay
CHEMBL4410995,1,1,IC50,2019.0,9,HEK293,Inhibition of human ERG stably expressed in HEK293 cells measured at holding potential of -90 mV by manual patch clamp assay
CHEMBL4395516,1,1,IC50,2019.0,9,,Inhibition of fluorescently labeled tracer binding to human ERG by competitive binding assay
CHEMBL4395520,1,1,Inhibition,2019.0,9,,Inhibition of fluorescently labeled tracer binding to human ERG at 200 uM by competitive binding assay
CHEMBL4396475,1,1,IC50,2019.0,9,CHO,Inhibition of human ERG expressed in CHO cells incubated for 1 min at -80 mV holding potential by manual patch clamp assay
CHEMBL4251790,1,1,IC50,2017.0,9,,Inhibition of human ERG expressed in CHOK1 cells by QPatch automated patch-clamp method
CHEMBL4223041,1,1,Inhibition,2018.0,9,,Inhibition of human ERG up to 10 uM
CHEMBL4223310,1,1,Inhibition,2018.0,9,,Inhibition of human ERG
CHEMBL4255795,1,1,Activity,2018.0,9,,Activity at human ERG
CHEMBL4256617,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM by automated voltage clamp method relative to control
CHEMBL4260386,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in HEK293 cells by manual patch clamp assay
CHEMBL4260564,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM by patch clamp assay relative to control
CHEMBL4260964,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4234954,1,1,IC50,2018.0,9,,Inhibition of human ERG after 4 hrs by fluorescence polarization assay
CHEMBL4415570,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 40 uM by automatic patch clamp method
CHEMBL4404697,1,1,IC50,2020.0,9,CHO,Inhibition of human ERG expressed in CHO cells by automated patch clamp electrophysiology
CHEMBL4405100,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 40 uM by Qpatch automatic patch clamp method
CHEMBL4405759,1,1,IC50,2020.0,9,HEK293,Inhibition of human ERG expressed in human HEK293 cells by whole cell patch clamp assay
CHEMBL4405959,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4406929,1,1,IC50,2019.0,9,,Inhibition of human ERG by high throughput automated patch clamp method
CHEMBL4407146,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM by patch clamp method
CHEMBL4416532,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4416704,1,1,Inhibition,2019.0,9,HEK293,Inhibition of human ERG transfected in human HEK293 cell membrane by liquid scintillation counting method
CHEMBL4416893,1,1,Inhibition,2019.0,9,,Inhibition of human ERG
CHEMBL4421204,1,1,Inhibition,2017.0,9,,Inhibition of human ERG
CHEMBL4421243,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4426267,1,1,IC50,2016.0,9,,Inhibition of human ERG by patch clamp method
CHEMBL4427261,1,1,IC50,2016.0,9,,Inhibition of human ERG
CHEMBL4427621,1,1,Inhibition,2016.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4412447,1,1,IC50,2019.0,9,,Inhibition of human ERG by automated patch clamp electrophysiology assay
CHEMBL4412518,1,1,IC50,2019.0,9,,Binding affinity to human ERG by fluorescence polarization assay
CHEMBL4413488,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4414110,1,1,IC50,2019.0,9,,Inhibition of human ERG
CHEMBL4235148,1,1,Inhibition,2018.0,9,,Inhibition of human ERG up to 50 uM
CHEMBL4235817,1,1,Inhibition,2018.0,9,,Inhibition of human ERG in presence of BSA
CHEMBL4235818,1,1,Inhibition,2018.0,9,,Inhibition of human ERG in absence of BSA
CHEMBL4236595,1,1,Inhibition,2018.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4429410,1,1,Inhibition,2016.0,9,,Inhibition of human ERG at 10 uM by patch clamp assay
CHEMBL4429473,1,1,IC50,2016.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4429890,1,1,IC50,2016.0,9,HEK293,Inhibition of human ERG channel expressed in HEK293 cells by patch clamp assay
CHEMBL4224591,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO cells using -80 mV holding potential measured after 3 mins
CHEMBL4231472,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 50 uM
CHEMBL1275154,1,1,Ki,2010.0,9,HEK293,Inhibition of human ERG channel expressed in HEK293 cells by patch clamp assay
CHEMBL1247037,1,1,IC50,2010.0,9,,Inhibition of human ERG by patch clamp technique
CHEMBL1247719,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 30 uM
CHEMBL1247720,1,1,IC50,2010.0,9,,Inhibition of human ERG
CHEMBL1247721,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 30 uM by patch clamp method
CHEMBL1247722,1,1,IC50,2010.0,9,,Inhibition of human ERG by patch clamp method
CHEMBL1251106,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 30 uM
CHEMBL1261328,1,1,Activity,2010.0,9,,Inhibition of human ERG at 2 uM
CHEMBL4431080,1,1,Inhibition,2016.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 0.3 uM by thallium flux assay
CHEMBL4431081,1,1,Inhibition,2016.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM by thallium flux assay
CHEMBL4431163,1,1,IC50,2016.0,9,CHO,Inhibition of human ERG expressed in CHO cells by patch clamp assay
CHEMBL4197809,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO cells after 4 mins at -80 mV holding potential by Qpatch assay
CHEMBL4199524,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO cells by ionworks patch clamp assay
CHEMBL4199858,1,1,IC50,2018.0,9,,Inhibition of recombinant human ERG expressed in CHO cells by automated whole cell patch clamp Qpatch method
CHEMBL4199993,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 600 nM by voltage clamp method relative to control
CHEMBL4189989,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL1261329,1,1,Activity,2010.0,9,,Inhibition of human ERG by electrophysiology assay
CHEMBL4233917,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 100 uM relative to control
CHEMBL4200933,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO cells by automated patch clamp assay
CHEMBL4201699,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4221371,1,1,IC50,2018.0,9,,Inhibition of human ERG assessed as prolongation of QT interval
CHEMBL1211970,1,1,Ki,2010.0,9,,Binding affinity to human ERG
CHEMBL1212048,1,1,IC50,2010.0,9,,Inhibition of human ERG
CHEMBL1217440,1,1,Inhibition,2010.0,9,,Inhibition of human ERG
CHEMBL4478365,1,1,IC50,2016.0,9,,Inhibition of human ERG
CHEMBL4478499,1,1,IC50,2016.0,9,,Inhibition of human ERG
CHEMBL4428776,1,1,IC50,2016.0,9,HEK293,Inhibition of human ERG channel expressed in HEK293 cells by patch-clamp assay
CHEMBL4603260,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4604692,1,1,IC50,2020.0,9,HEK293,Inhibition of recombinant human ERG expressed in HEK293 at -80 mV holding potential by whole-cell patch clamp method
CHEMBL4605419,1,1,EC50,2020.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4432005,1,1,IC50,2016.0,9,,Inhibition of human ERG in membranes incubated for 2 hrs by fluorescence polarization assay
CHEMBL4432076,1,1,IC50,2016.0,9,,Inhibition of human ERG channel
CHEMBL4432123,1,1,IC20,2016.0,9,,Inhibition of human ERG
CHEMBL4432866,1,1,IC50,2016.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by whole cell patch clamp assay
CHEMBL4433272,1,1,Ki,2017.0,9,HEK293,Displacement of [3H]Dofetilide from human ERG human expressed in HEK293 cells incubated for 45 mins
CHEMBL4433274,1,1,Ki,2017.0,9,,Displacement of [3H]Dofetilide from human ERG human
CHEMBL4433754,1,1,IC50,2019.0,9,,Inhibition of human ERG after 2 hrs by fluorescence polarization assay
CHEMBL1246028,1,1,Inhibition,2010.0,9,,Inhibition of human ERG up to 10 uM
CHEMBL1176445,1,1,Inhibition,2010.0,9,,Inhibition of human ERG
CHEMBL1176475,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 15 uM by patch clamp assay
CHEMBL1176476,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 30 uM by patch clamp assay
CHEMBL1211955,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 3 uM
CHEMBL4197061,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by automated Q-patch method
CHEMBL4605767,1,1,Activity,2020.0,9,,Binding affinity to human ERG
CHEMBL4606315,1,1,Inhibition,2020.0,9,,Inhibition of human ERG by Qpatch method
CHEMBL4606454,1,1,Activity,2020.0,9,,Binding affinity to human ERG at 30 uM
CHEMBL4610765,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4479655,1,1,Inhibition,2016.0,9,,Inhibition of human ERG
CHEMBL4190643,1,1,IC50,2016.0,9,,Inhibition of human ERG
CHEMBL4190649,1,1,Ki,2016.0,9,,Inhibition of dofetilide binding to human ERG
CHEMBL4193761,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 3 uM relative to control
CHEMBL4193762,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4195682,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at a holding potential of -80 mV at 10 uM by automated patch clamp electrophysiology method
CHEMBL4184448,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 30 uM by patch-clamp method relative to control
CHEMBL4184510,1,1,Inhibition,2018.0,9,,Displacement of [3H] astemizole from full length human recombinant ERG receptor expressed in HEK293 cell membranes at 10 uM after 60 mins by scintillation counting method
CHEMBL4184691,1,1,Inhibition,2018.0,9,,Inhibition of human ERG expressed in HEK293 cells at 30 nM at holding potential of -80 mV by whole cell patch clamp assay relative to control
CHEMBL4480014,1,1,IC50,2016.0,9,,Inhibition of human ERG channel by automated patch clamp assay
CHEMBL4481135,1,1,IC50,2019.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4481431,1,1,Inhibition,2019.0,9,,Inhibition of human ERG at 30 uM relative to control
CHEMBL4179915,1,1,IC50,2017.0,9,,Inhibition of human ERG by PatchXpress electrophysiology method
CHEMBL4179916,1,1,Ki,2017.0,9,,Displacement of [3H]Dofetilide from recombinant human ERG after 60 mins by scintillation counting method
